Date,Open,High,Low,Close,Adj Close,Volume
25-04-2023,105.830002,106.690002,103.839996,103.849998,103.849998,46664100
26-04-2023,104.919998,106.349998,102.629997,103.709999,103.709999,53347600
27-04-2023,104.449997,108.370003,103.540001,107.589996,107.589996,50089200
28-04-2023,107.040001,107.349998,105.089996,107.339996,107.339996,36139800
01-05-2023,106.839996,107.989998,106.82,107.199997,107.199997,26681700
02-05-2023,107.139999,107.199997,103.709999,105.32,105.32,30997200
03-05-2023,105.529999,107.489998,104.959999,105.410004,105.410004,21795400
04-05-2023,105.489998,105.599998,103.970001,104.690002,104.690002,23419500
05-05-2023,104.82,105.879997,104.110001,105.57,105.57,26625100
08-05-2023,105.18,107.959999,105.160004,107.769997,107.769997,26511400
09-05-2023,108.389999,110.150002,107.190002,107.349998,107.349998,36360100
10-05-2023,107.970001,112.940002,107.93,111.75,111.75,63153400
11-05-2023,115.400002,117.919998,114.410004,116.57,116.57,78900000
12-05-2023,116.68,118.029999,116.110001,117.510002,117.510002,41073800
15-05-2023,116.110001,118.480003,116.010002,116.510002,116.510002,36266800
16-05-2023,116.489998,120.75,116.43,119.510002,119.510002,45035600
17-05-2023,119.610001,121.669998,118.889999,120.839996,120.839996,33323600
18-05-2023,120.949997,123.309998,120.830002,122.830002,122.830002,35234200
19-05-2023,123.550003,125.970001,122.150002,122.760002,122.760002,41330300
22-05-2023,122.940002,126.43,122.739998,125.050003,125.050003,35253000
23-05-2023,124.160004,124.629997,122.209999,122.559998,122.559998,34046300
24-05-2023,121.120003,121.910004,119.860001,120.900002,120.900002,34182600
25-05-2023,124.519997,125.32,121.959999,123.480003,123.480003,42317000
26-05-2023,123.169998,125.260002,122.449997,124.610001,124.610001,35635900
30-05-2023,125.639999,125.660004,122,123.669998,123.669998,35076700
31-05-2023,122.75,124.059998,122.5,122.870003,122.870003,37325800
01-06-2023,122.82,124.419998,122.620003,123.720001,123.720001,30772700
02-06-2023,123.989998,126.150002,123.760002,124.669998,124.669998,26963100
05-06-2023,124.010002,127.43,123.839996,126.010002,126.010002,32305500
06-06-2023,126.010002,128.289993,125.360001,127.309998,127.309998,26638300
07-06-2023,126.970001,129.039993,122.120003,122.5,122.5,52539000
08-06-2023,122.230003,123.230003,121.239998,122.139999,122.139999,29389200
09-06-2023,122.25,123.760002,121.910004,122.230003,122.230003,23762500
12-06-2023,122.790001,124.050003,121.660004,123.639999,123.639999,28306400
13-06-2023,124.980003,125.160004,123.18,123.830002,123.830002,22278300
14-06-2023,123.099998,124.050003,121.449997,123.669998,123.669998,30592300
15-06-2023,123.139999,125.459999,122.400002,125.089996,125.089996,35246300
16-06-2023,125.93,126.110001,123.279999,123.529999,123.529999,45514000
20-06-2023,122.93,124.57,122.139999,123.099998,123.099998,26097500
21-06-2023,122.400002,122.660004,120.099998,120.550003,120.550003,30306300
22-06-2023,120,123.239998,118.830002,123.150002,123.150002,26952200
23-06-2023,121.379997,122.790001,121.059998,122.339996,122.339996,34885300
26-06-2023,120.760002,122,118.269997,118.339996,118.339996,33969900
27-06-2023,117.080002,119.080002,116.099998,118.330002,118.330002,39535900
28-06-2023,117.089996,120.389999,116.849998,120.18,120.18,27091400
29-06-2023,119.239998,120.059998,118.300003,119.099998,119.099998,24090900
30-06-2023,120.169998,121.080002,119.690002,119.699997,119.699997,29519700
03-07-2023,119.239998,120.190002,118.82,119.900002,119.900002,14467900
05-07-2023,119.239998,122.610001,119.230003,121.75,121.75,27584800
06-07-2023,119.800003,120.300003,118.400002,120.110001,120.110001,24745200
07-07-2023,120.099998,121.050003,119.400002,119.480003,119.480003,21692600
10-07-2023,118.300003,118.309998,116.139999,116.449997,116.449997,35315200
11-07-2023,116.290001,117.709999,115.349998,117.139999,117.139999,23078800
12-07-2023,118.800003,120.330002,118.410004,118.93,118.93,30404400
13-07-2023,120.93,124.830002,120.449997,124.540001,124.540001,44297900
14-07-2023,124.800003,126.779999,123.489998,125.419998,125.419998,33266800
17-07-2023,125.940002,127.099998,124.199997,124.650002,124.650002,25716200
18-07-2023,124.599998,124.68,122.959999,123.760002,123.760002,26226400
19-07-2023,124.599998,125.18,121.800003,122.029999,122.029999,37224000
20-07-2023,121.419998,124.089996,118.220001,119.199997,119.199997,37906800
21-07-2023,120.620003,120.989998,118.730003,120.019997,120.019997,72937900
24-07-2023,121.660004,123,120.980003,121.529999,121.529999,29686100
25-07-2023,121.360001,123.150002,121.019997,122.209999,122.209999,52509600
26-07-2023,130.070007,130.979996,128.320007,129.270004,129.270004,61682100
27-07-2023,131.669998,133.240005,128.789993,129.399994,129.399994,44952100
28-07-2023,130.779999,133.740005,130.570007,132.580002,132.580002,36591200
31-07-2023,132.729996,133.529999,131.779999,132.720001,132.720001,28055500
01-08-2023,130.779999,132.630005,130.679993,131.550003,131.550003,23166800
02-08-2023,129.449997,130.089996,127.559998,128.380005,128.380005,26273300
03-08-2023,127.970001,129.389999,127.419998,128.449997,128.449997,20089500
04-08-2023,129.279999,131.509995,127.910004,128.110001,128.110001,26130000
07-08-2023,129.160004,131.610001,129.020004,131.529999,131.529999,22746300
08-08-2023,130.619995,131.509995,129.539993,131.399994,131.399994,23535200
09-08-2023,131.660004,132.039993,129,129.660004,129.660004,24912900
10-08-2023,131.320007,132.050003,129.449997,129.690002,129.690002,20857800
11-08-2023,128.660004,129.929993,128.169998,129.559998,129.559998,19569200
14-08-2023,129.389999,131.369995,128.960007,131.330002,131.330002,24695600
15-08-2023,131.100006,131.419998,129.279999,129.779999,129.779999,19770700
16-08-2023,128.699997,130.279999,127.870003,128.699997,128.699997,25216100
17-08-2023,129.800003,131.990005,129.289993,129.919998,129.919998,33446300
18-08-2023,128.509995,129.25,126.379997,127.459999,127.459999,30491300
21-08-2023,127.18,128.729996,126.559998,128.369995,128.369995,25248700
22-08-2023,128.509995,130.279999,128.320007,129.080002,129.080002,22067500
23-08-2023,130.179993,133.410004,129.869995,132.369995,132.369995,27819700
24-08-2023,133.949997,134.25,129.570007,129.779999,129.779999,28500700
25-08-2023,129.539993,130.759995,127.25,129.880005,129.880005,26762900
28-08-2023,131.309998,132.539993,130.139999,131.009995,131.009995,20543300
29-08-2023,132.240005,136.570007,132.240005,134.570007,134.570007,43075600
30-08-2023,134.779999,136.279999,134.070007,135.880005,135.880005,28315800
31-08-2023,136.009995,138,135.789993,136.169998,136.169998,30053800
01-09-2023,137.460007,137.460007,134.850006,135.660004,135.660004,21524600
05-09-2023,135.440002,136.419998,134.580002,135.770004,135.770004,19403100
06-09-2023,136.020004,136.529999,133.669998,134.460007,134.460007,18684500
07-09-2023,133.589996,135.580002,132.949997,135.259995,135.259995,18844300
08-09-2023,134.910004,136.660004,134.850006,136.380005,136.380005,23558300
11-09-2023,136.539993,137.479996,135.789993,136.919998,136.919998,20763400
12-09-2023,136.259995,136.869995,135.190002,135.339996,135.339996,18405500
13-09-2023,135.089996,136.899994,134.149994,136.710007,136.710007,20749500
14-09-2023,137.600006,138.699997,136.240005,138.100006,138.100006,24751000
15-09-2023,137.979996,138.520004,136.479996,137.399994,137.399994,38908400
18-09-2023,136.610001,139.160004,136.610001,138.210007,138.210007,21861300
19-09-2023,137.419998,138.410004,136.619995,138.039993,138.039993,20353700
20-09-2023,138.080002,138.080002,133.619995,133.740005,133.740005,29927500
21-09-2023,131.440002,132.229996,130.070007,130.440002,130.440002,31488700
22-09-2023,130.759995,132.029999,129.600006,130.25,130.25,26397300
25-09-2023,129.830002,131.169998,128.960007,131.110001,131.110001,20094600
26-09-2023,129.770004,130.360001,127.220001,128.570007,128.570007,25718700
27-09-2023,128.570007,130.899994,128.570007,130.539993,130.539993,22746500
28-09-2023,129.839996,133.300003,129.789993,132.309998,132.309998,22513100
29-09-2023,133.279999,134.050003,130.360001,130.860001,130.860001,30848100
02-10-2023,131.210007,134.419998,131.169998,134.169998,134.169998,22288000
03-10-2023,133.940002,134.259995,131.839996,132.429993,132.429993,22989400
04-10-2023,132.789993,135.570007,132.529999,135.240005,135.240005,26730100
